# lag   <C(lag)>_blocks   <C_norm(lag)>_blocks
     479   5.908306633379E-06   8.027432337424E-03
     480   3.282141946438E-06   4.132210277300E-03
     481   3.822755211832E-07  -4.073955957569E-04
     482  -1.697593754647E-06  -3.863240311287E-03
     483  -2.953268408458E-06  -6.081976523136E-03
     484  -3.811815871212E-06  -7.513714796613E-03
     485  -4.307729672592E-06  -8.048207981803E-03
     486  -4.209988900458E-06  -7.323541162852E-03
     487  -3.777782577944E-06  -5.900651722832E-03
     488  -4.087815831634E-06  -5.667553363344E-03
     489  -6.487465095561E-06  -8.881939717906E-03
     490  -1.174422039793E-05  -1.679764759037E-02
     491  -1.950054486601E-05  -2.884094530066E-02
     492  -2.834786962248E-05  -4.278719705293E-02
     493  -3.641559548222E-05  -5.569239243082E-02
     494  -4.189399572391E-05  -6.467780884986E-02
     495  -4.321766318346E-05  -6.721966027538E-02
     496  -3.904051054198E-05  -6.115768143133E-02
     497  -2.864571306034E-05  -4.536440723684E-02
     498  -1.297813528995E-05  -2.133931128313E-02
     499   4.889084080358E-06   6.113582563740E-03
     500   2.092567451868E-05   3.074485115070E-02
     501   3.166024303514E-05   4.721761339258E-02
     502   3.504324642137E-05   5.242077303204E-02
     503   3.086989546210E-05   4.609271891655E-02
     504   2.076117488911E-05   3.076572740957E-02
     505   7.664523828261E-06   1.098463384920E-02
     506  -4.889959769189E-06  -7.832103062361E-03
     507  -1.370438211515E-05  -2.081190803637E-02
     508  -1.691721167246E-05  -2.518539890833E-02
     509  -1.443880700044E-05  -2.093201554501E-02
     510  -7.865906087181E-06  -1.060216975818E-02
     511  -3.610997723001E-07   9.144917772158E-04
     512   4.214354555691E-06   7.754019985061E-03
     513   3.159782282366E-06   5.930424315832E-03
     514  -3.713287120553E-06  -4.663561055945E-03
     515  -1.444211033103E-05  -2.093323249670E-02
     516  -2.636316745315E-05  -3.887307797345E-02
     517  -3.744989637889E-05  -5.556424377723E-02
     518  -4.651648218894E-05  -6.936057913492E-02
     519  -5.263174923839E-05  -7.889734122083E-02
     520  -5.508034516463E-05  -8.303139560940E-02
     521  -5.390864181887E-05  -8.173125961636E-02
     522  -5.037334294641E-05  -7.679428491447E-02
     523  -4.671612769851E-05  -7.150522792385E-02
     524  -4.473260461866E-05  -6.850005657733E-02
     525  -4.438360768028E-05  -6.773906120585E-02
     526  -4.400791422737E-05  -6.685483971126E-02
     527  -4.203452092451E-05  -6.366377525962E-02
     528  -3.825732866093E-05  -5.797941219899E-02
     529  -3.310383090014E-05  -5.043888244572E-02
     530  -2.650429374172E-05  -4.080221327728E-02
     531  -1.803260723599E-05  -2.825000994475E-02
     532  -8.007811637066E-06  -1.315851551866E-02
     533   1.892628378346E-06   1.918445768429E-03
     534   9.092967109700E-06   1.297174777977E-02
     535   1.128697671842E-05   1.637616590374E-02
     536   7.620644069123E-06   1.075933004332E-02
     537  -8.586006372827E-07  -2.277063227380E-03
     538  -1.143815374761E-05  -1.852125299893E-02
     539  -2.063446983054E-05  -3.255684136107E-02
     540  -2.566737330615E-05  -4.008090952344E-02
     541  -2.569660190269E-05  -3.984831580195E-02
     542  -2.183720187251E-05  -3.368719589905E-02
     543  -1.626396702398E-05  -2.504174954448E-02
     544  -1.126665941669E-05  -1.743987409251E-02
     545  -8.418996551083E-06  -1.320863979961E-02
     546  -8.209687046634E-06  -1.298286770812E-02
     547  -1.025591522518E-05  -1.611315127835E-02
     548  -1.338334963307E-05  -2.079802753679E-02
     549  -1.556724604006E-05  -2.396432744897E-02
     550  -1.473455124088E-05  -2.248002001535E-02
     551  -1.015204846831E-05  -1.527918176921E-02
     552  -2.965403713803E-06  -4.183081979291E-03
     553   4.706367771523E-06   7.505481419708E-03
     554   1.113473316817E-05   1.712256416518E-02
     555   1.554145964596E-05   2.352846189010E-02
     556   1.799872880243E-05   2.694607041444E-02
     557   1.909507956017E-05   2.839023469025E-02
     558   1.959000034655E-05   2.906106039173E-02
     559   1.997703226827E-05   2.965353041603E-02
     560   2.018068319216E-05   2.995545093050E-02
     561   1.958380864313E-05   2.897124693723E-02
     562   1.712967930669E-05   2.509877216413E-02
     563   1.195131028198E-05   1.706830711068E-02
     564   4.196632425287E-06   5.161743113369E-03
     565  -4.840744519044E-06  -8.633942704604E-03
     566  -1.322535591698E-05  -2.139598854262E-02
     567  -1.901976695657E-05  -3.019910311814E-02
     568  -2.097315008260E-05  -3.314570191012E-02
     569  -1.868961108396E-05  -2.963045593970E-02
     570  -1.244318363002E-05  -2.006268468026E-02
     571  -3.449969389735E-06  -6.272909365596E-03
     572   6.044421959758E-06   8.353823932633E-03
     573   1.375019472061E-05   2.034022456810E-02
